"Bot","Bloco","Tracking","Category","Action","Condição de Execução"
"[DEV] SPD Solucoes","Vender com Link","Registro de eventos","Chamada de API","Consultar produto link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Valor","Registro de eventos","step","Valor - vender com link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Parcelas","Registro de eventos","step","Parcelas link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Breve Mensagem","Registro de eventos","step","Breve mensagem - link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Confirmação","Registro de eventos","step","Confirmação link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Vender com Link - API","Registro de eventos","Chamada de API","Gera link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Link gerado","Registro de eventos","assuntos","link gerado","Sem condicionais para execução"
"[DEV] SPD Solucoes","Validação 2 - Valor","Registro de eventos","step","Validação - Valor vender com Link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Validação 3 - Valor","Registro de eventos","step","Validação 2 - Valor vender com Link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Sem limite","Registro de eventos","assuntos","Sem limite","Sem condicionais para execução"
"[DEV] SPD Solucoes","Possui limite","Registro de eventos","step","Possui limite","Sem condicionais para execução"
"[DEV] SPD Solucoes","Não elegível","Registro de eventos","step","Não elegível","Sem condicionais para execução"
"[DEV] SPD Solucoes","Alterar","Registro de eventos","step","Alterar link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Valor maior que o valor usado","Registro de eventos","step","Valor - vender com link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Valor - Alterar","Registro de eventos","step","Valor - vender com link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Parcelas - Alterar","Registro de eventos","step","Parcelas link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem - Alterar","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Validação - Valor","Registro de eventos","step","Validação - Valor vender com Link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem 2","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem 3","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem Erro","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Parcelas 2","Registro de eventos","step","Parcelas link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Parcelas 3","Registro de eventos","step","Parcelas link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem 2 [Duplicate]","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem 3 [Duplicate]","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Digite a mensagem Erro [Duplicate]","Registro de eventos","step","Digite a mensagem link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Parcelas 3 [Duplicate]","Registro de eventos","step","Parcelas link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","Validação - Valor [Duplicate]","Registro de eventos","step","Validação - Valor vender com Link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Validação 2 - Valor [Duplicate]","Registro de eventos","step","Validação - Valor vender com Link","Sem condicionais para execução"
"[DEV] SPD Solucoes","Validação 3 - Valor [Duplicate]","Registro de eventos","step","Validação 2 - Valor vender com Link","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.4.0.0][HTTP] Gestão de links","Gestão de links","Gestão de links","Gestão de links","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.5.0.0][MSG][INPUT] Menu Link de pagamento","Menu Link de pagamento","Menu Link de pagamento","Menu Link de pagamento","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.0.0][MSG] Consulta Status Protocolo","Track ""SPD Solucoes {state.name} exibicao""","SPD Solucoes {{state.name}} exibicao","Exibicao","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.0.0] [INPUT] Consulta Status Protocolo","Track ""SPD Solucoes {state.name} validação""","SPD Solucoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Solucoes","[S.2.0.0] [INPUT] Consulta Status Protocolo","Track ""SPD Solucoes {state.name} input inesperado""","SPD Solucoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Solucoes","[S.2.0.1] [HTTP] Api Consulta Status Protocolo","Track ""SPD Solucoes {state.name} exibicao""","SPD Solucoes {{state.name}} exibicao","Exibicao","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.0.1] [HTTP] Api Consulta Status Protocolo","Tracking ""api resumo""","SPD Maquina Safrapay {{state.name}} api resumo","{{idSessao}} | {{contact.identity}} | {{calendar.datetime}} | {{config.urlCHT}}/chat-assistente/protocolos/v1/protocolos/{{numeroProtocolo}} | GET| {{statusConsultaProtocolo}} | {{bodyConsultaProtocolo}}","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.2.0] [MSG] Consultar Outro Protocolo","Track ""SPD Solucoes {state.name} exibicao""","SPD Solucoes {{state.name}} exibicao","Exibicao","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.2.0] [INPUT] Consultar Outro Protocolo","Track ""SPD Solucoes {state.name} validação""","SPD Solucoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Solucoes","[S.2.2.0] [INPUT] Consultar Outro Protocolo","Track ""SPD Solucoes {state.name} input inesperado""","SPD Solucoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Solucoes","[S.2.1.0] [MSG] Mensagem Status Protocolo","Track ""SPD Solucoes {state.name} exibicao""","SPD Solucoes {{state.name}} exibicao","Exibicao","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.1.0.0][MSG] Menu Soluções","Track ""SPD Solucoes {state.name} exibicao""","SPD Solucoes {{state.name}} exibicao","Exibicao","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.1.0.0][INPUT] Menu Soluções","Track ""SPD Solucoes {state.name} validação""","SPD Solucoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Solucoes","[S.1.0.0][INPUT] Menu Soluções","Track ""SPD Solucoes {state.name} input inesperado""","SPD Solucoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Solucoes","[S.2.0.2][MSG] Protocolo Não Encontrado","Track ""SPD Solucoes {state.name} exibicao""","SPD Solucoes {{state.name}} exibicao","Exibicao","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.0.2] [INPUT] Protocolo Não Encontrado","Track ""Consulta de Protocolo""","Consulta de Protocolo","{{input.content}}","context exists variable: input.content "
"[DEV] SPD Solucoes","[S.2.0.2] [INPUT] Protocolo Não Encontrado","Track ""SPD Solucoes {state.name} validação""","SPD Solucoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Solucoes","[S.2.0.2] [INPUT] Protocolo Não Encontrado","Track ""SPD Solucoes {state.name} input inesperado""","SPD Solucoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Solucoes","[S.2.1.1][SET] Valida SLA","Track ""SPD Solucoes {state.name} validação""","SPD Solucoes {{state.name}} validação","{{numeroProtocolo}} | {{dentroDoPrazo}}","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.1.3][MSG] Protocolo fora do Prazo","Track ""SPD Solucoes {state.name} exibicao""","SPD Solucoes {{state.name}} exibicao","Exibicao","Sem condicionais para execução"
"[DEV] SPD Solucoes","[S.2.1.3][INPUT] Protocolo fora do Prazo","Track ""SPD Solucoes {state.name} validação""","SPD Solucoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
