"Bot","Bloco","Script","Variavel de entrada","Variavel de saida","Condição de Execução"
"[DEV] SPD Main","[M.5.3.0][MSG]Menu Conta Corrente","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc""]","dynamicContent","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.3.1][MSG] Menu Extratos","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[DEV] SPD Main","[M.2.0.1][INPUT] Valida CPF","Process ""userInput""","[""input.content"",""exception""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.3.1.1][INPUT] Valida Seleção de conta","Process ""userInput""","[""input.content"",""contas""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.4.1.1][INPUT] Valida Seleção de ec","Process ""userInput""","[""input.content"",""ecList""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.0.0][INPUT] Menu Principal","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.0.0][INPUT] Menu Principal","PROCESS ""precisaKBA""","[""userInput""]","precisaKBA","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.3.0][INPUT]Valida seleção menu conta corrente","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.3.1][INPUT] Valida seleção menu extratos","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.1.0][INPUT] Menu - Máquinas Safrapay","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.1.2][MSG] Menu - Vendas","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc""]","dynamicContent","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.1.2][INPUT] Menu - Vendas","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.2.0][MSG] Venda Online","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.2.0][INPUT] Venda Online","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.2.1][MSG] FAQ Venda Online","Process ""msgVendaOnline""","[""userInput""]","msgVendaOnline","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.2.2][MSG] Resposta foi util","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.2.2][INPUT] Resposta foi util","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[DEV] SPD Main","[Redirect] serviço de Finalizacao (Welcome)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[DEV] SPD Main","[Redirect] serviço WhatsApp PJ (Vendas Online)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[DEV] SPD Main","[Redirect] WhatsApp PJ (atendente)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.3.3] Redirect to ""Autenticacao""","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[DEV] SPD Main","[M.5.2.0] Redirect to ""SPD Soluções""","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
