"Bot","Bloco","Script","Variavel de entrada","Variavel de saida","Condição de Execução"
"[BETA] SPD Navegacao App EMP","Início","Process ""blockDestinationId""","[""state"",""config.serviceName""]","blockDestinationId","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","Exceções","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","Exceções","Process ""userInput"" if input.content not exist","[""input.content""]","userInput","context notExists variable: input.content "
"[BETA] SPD Navegacao App EMP","[A.2.0.0] Menu Acesso","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.2.0] Menu - Problemas de Login","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.4.0]Erro ao logar","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.3.0] Acesso Bloqueado","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.5.0] Não recebi senha","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.5.1] Não recebi senha - IOS","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.5.2] Não recebi senha - ANDROID","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.6.1] Celular ou pc","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.7.0] Celular","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.10.0] PC","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.8.0] Android","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.9.0] Apple IOS","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.8.1] Dica horário","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Navegacao App EMP","[A.2.8.2] Limpa cache","PROCESS ""DYNAMICCONTENT""","[]","dynamicContent","Sem condicionais para execução"
