"Bot","Bloco","Nome do Script","Endpoint","Metodo","Token","Variavel De Resposta","Variavel De Status","Variavel enviada no body","Descrição"
"[DEV] SPD Intencoes","Autenticação","Token","{{config.urlToken}}/api/oauth/token","POST",,"bodyToken","statusToken","{{encodingUrl}}",""
"[DEV] SPD Intencoes","Autenticação","MFA","{{config.urlCHT}}/vendas-servicos/multicanal/autorizacoes-transacoes/assistente-virtual/v1/transacoes","POST","Bearer {{bodyToken@access_token}}","bodyVerificaMFA","statusVerificaMFA","{{requestBody}}",""
"[DEV] SPD Intencoes","Resposta KBA","kba/validar","{{config.urlCHT}}/vendas-servicos/multicanal/autorizacoes-transacoes/assistente-virtual/v1/kba/validar","POST","Bearer {{bodyToken@access_token}}","bodyKbaValidar","statusKbaValidar","{{request}}",""
"[DEV] SPD Intencoes","Valida respostas BigID","Process ""bigIdValidationBody""","https://app.bigdatacorp.com.br/bigid/kba/respostas","POST","Bearer {{bodyTokenBigID@token}}","bigIdValidationBody","bigIdStatus","{{validationBody}}",""
"[DEV] SPD Intencoes","Autenticação BigID","Process ""bodyTokenBigID"" using ""POST""","https://accesstoken.bigdatacorp.com.br/Generate","POST",,"bodyTokenBigID","statusTokenBigID","{
    ""login"": ""SAFRABIGIDAPI_BANKING"",
    ""password"": ""zvasdp3t"",
    ""expires"": 8750
}",""
"[DEV] SPD Intencoes","Autenticação BigID","Process ""bodyQuestion"" using ""POST""","https://bigid.bigdatacorp.com.br/Questions","POST","Bearer {{bodyTokenBigID@token}}","bodyQuestion","statusQuestion","{
    ""Group"": ""WHATS_PJ"",
    ""Parameters"": [
        ""CPF={{cpf}}""
    ]
}",""
