"Bot","Bloco","Nome do Script","Endpoint","Metodo","Token","Variavel De Resposta","Variavel De Status","Variavel enviada no body","Descrição"
"[DEV] SPD Main","[M.1.0.0][MSG][HTTP] Boas vindas","Process ""bodyToken"" using ""POST""","{{config.urlToken}}/api/oauth/token","POST",,"bodyToken","statusToken","{{encodingUrl}}",""
"[DEV] SPD Main","[M.3.0.0][MSG][HTTP] Verifica contas","Process ""bodyContas"" using ""GET""","{{config.urlCHT}}/chat-assistente/contas-pessoa-juridica/v1/shortnames-vinculados?cpf={{contact.extras.cpf}}","GET","Bearer {{bodyToken@access_token}}","bodyContas","statusContas","-",""
"[DEV] SPD Main","[M.4.0.0][MSG][HTTP] Obtem EC","Process ""bodyDadosConta"" using ""GET""","{{config.urlCHT}}/chat-assistente/contas-pessoa-juridica/v1/contas?agencia={{contaSelecionada@agencia}}&conta={{contaSelecionada@conta}}","GET","Bearer {{bodyToken@access_token}}","bodyDadosConta","statusDadosConta","-",""
"[DEV] SPD Main","[M.4.0.0][MSG][HTTP] Obtem EC","Process ""bodyUsuarios"" using ""GET""","{{config.urlCHT}}/vendas-servicos/clientes/dados-referencia-clientes/assistente-virtual/v1/shortnames/{{contaSelecionada@shortname}}/usuarios","GET","Bearer {{bodyToken@access_token}}","bodyUsuarios","statusUsuarios","-",""
"[DEV] SPD Main","[M.4.0.0][MSG][HTTP] Obtem EC","Process ""bodyEC"" using ""GET""","{{config.urlCHT}}/chat-assistente/safra-pay/v1/estabelecimentos?cpfCnpj={{contaSelecionada@doc}}","GET","Bearer {{bodyToken@access_token}}","bodyEC","statusEC","-",""
