"Bot","Bloco","Nome do Script","Endpoint","Metodo","Token","Variavel De Resposta","Variavel De Status","Variavel enviada no body","Descrição"
"[DEV] OS","[OS.2.0.0] Consultar Ordens de Serviço","Process ""bodyOrdernsDeServicos"" using ""GET""","{{config.urlCHT}}/chat-assistente/vendas-servicos/vendas/tracking-credenciadoras/v1/ordens-servicos?documento={{contaSelecionada@doc}}","GET","Bearer {{bodyToken@access_token}}","bodyOrdensDeServicos","statusOrdensDeServicos","-",""
"[DEV] OS","[OS.2.4.0] Consulta OS pelo número","Process ""bodyOrdernsDeServicos"" using ""GET""","{{config.urlCHT}}/chat-assistente/vendas-servicos/vendas/tracking-credenciadoras/v1/ordens-servicos/{{userInput}}","GET","Bearer {{bodyToken@access_token}}","bodyOrdensDeServicos","statusOrdensDeServicos","-",""
